No,tanggal,hari,bulan,tahun,barang,nopol,netto_kg,kabkot_supplier,jenis_kendaraan_supplier
679,14/12/2023,14,12,2023,Sampah,aa 9536 ha,560,Kota Magelang,Kendaraan Khusus
683,14/12/2023,14,12,2023,Sampah,aa 9580 fa,820,Kabupaten Wonosobo,Kendaraan Khusus
684,14/12/2023,14,12,2023,Sampah,aa 9577 fa,1390,Kabupaten Wonosobo,Kendaraan Khusus
685,14/12/2023,14,12,2023,Sampah,aa 9537 ha,1200,Kota Magelang,Kendaraan Khusus
686,14/12/2023,14,12,2023,Sampah,aa 9538 ha,1570,Kota Magelang,Kendaraan Khusus
689,14/12/2023,14,12,2023,Sampah,aa 9530 kh,2120,Kabupaten Magelang,Kendaraan Khusus
691,14/12/2023,14,12,2023,Sampah,aa 9845 da,390,Kabupaten Kebumen,Kendaraan Khusus
694,14/12/2023,14,12,2023,Sampah,aa 9569 fa,480,Kabupaten Wonosobo,Kendaraan Khusus
696,14/12/2023,14,12,2023,Sampah,aa 9549 ha,3630,Kota Magelang,Kendaraan Khusus
697,14/12/2023,14,12,2023,Sampah,aa 9571 fa,750,Kabupaten Wonosobo,Kendaraan Khusus
699,14/12/2023,14,12,2023,Sampah,aa 9538 ha,3600,Kota Magelang,Kendaraan Khusus
700,14/12/2023,14,12,2023,Sampah,aa 9582 fa,590,Kabupaten Wonosobo,Kendaraan Khusus
701,14/12/2023,14,12,2023,Sampah,aa 9568 fa,1240,Kabupaten Wonosobo,Kendaraan Khusus
705,14/12/2023,14,12,2023,Sampah,aa 9549 ha,4130,Kota Magelang,Kendaraan Khusus
706,14/12/2023,14,12,2023,Sampah,aa 9829 da,290,Kabupaten Kebumen,Kendaraan Khusus
709,13/12/2023,13,12,2023,Sampah,ab 9699 we,1395,Kabupaten Gunungkidul,Kendaraan Khusus
716,13/12/2023,13,12,2023,Sampah,aa 9574 fa,440,Kabupaten Wonosobo,Kendaraan Khusus
717,13/12/2023,13,12,2023,Sampah,aa 9578 fa,1020,Kabupaten Wonosobo,Kendaraan Khusus
721,13/12/2023,13,12,2023,Sampah,aa 9845 da,270,Kabupaten Kebumen,Kendaraan Khusus
723,13/12/2023,13,12,2023,Sampah,aa 9530 kh,2190,Kabupaten Magelang,Kendaraan Khusus
724,13/12/2023,13,12,2023,Sampah,aa 9582 fa,1120,Kabupaten Wonosobo,Kendaraan Khusus
725,13/12/2023,13,12,2023,Sampah,aa 9578 fa,1750,Kabupaten Wonosobo,Kendaraan Khusus
731,13/12/2023,13,12,2023,Sampah,aa 9569 fa,750,Kabupaten Wonosobo,Kendaraan Khusus
734,13/12/2023,13,12,2023,Sampah,aa 9538 ha,3540,Kota Magelang,Kendaraan Khusus
735,13/12/2023,13,12,2023,Sampah,aa 9829 da,330,Kabupaten Kebumen,Kendaraan Khusus
740,12/12/2023,12,12,2023,Sampah,aa 9574 fa,1270,Kabupaten Wonosobo,Kendaraan Khusus
741,12/12/2023,12,12,2023,Sampah,ab 9699 we,1405,Kabupaten Gunungkidul,Kendaraan Khusus
742,12/12/2023,12,12,2023,Sampah,aa 9577 fa,1710,Kabupaten Wonosobo,Kendaraan Khusus
744,12/12/2023,12,12,2023,Sampah,aa 9569 ga,800,Kabupaten Magelang,Kendaraan Khusus
745,12/12/2023,12,12,2023,Sampah,aa 9578 fa,1760,Kabupaten Wonosobo,Kendaraan Khusus
746,12/12/2023,12,12,2023,Sampah,aa 9537 ha,1580,Kota Magelang,Kendaraan Khusus
748,12/12/2023,12,12,2023,Sampah,aa 9568 fa,1660,Kabupaten Wonosobo,Kendaraan Khusus
749,12/12/2023,12,12,2023,Sampah,aa 9536 ha,900,Kota Magelang,Kendaraan Khusus
750,12/12/2023,12,12,2023,Sampah,aa 9530 kh,1870,Kabupaten Magelang,Kendaraan Khusus
751,12/12/2023,12,12,2023,Sampah,aa 9582 fa,1330,Kabupaten Wonosobo,Kendaraan Khusus
758,12/12/2023,12,12,2023,Sampah,aa 9845 da,450,Kabupaten Kebumen,Kendaraan Khusus
760,12/12/2023,12,12,2023,Sampah,aa 9873 da,530,Kabupaten Kebumen,Kendaraan Khusus
763,12/12/2023,12,12,2023,Sampah,aa 9567 la,770,Kabupaten Purworejo,Kendaraan Khusus
765,12/12/2023,12,12,2023,Sampah,aa 9569 fa,390,Kabupaten Wonosobo,Kendaraan Khusus
771,12/12/2023,12,12,2023,Sampah,aa 9829 da,280,Kabupaten Kebumen,Kendaraan Khusus
773,11/12/2023,11,12,2023,Sampah,aa 9574 fa,510,Kabupaten Wonosobo,Kendaraan Khusus
776,11/12/2023,11,12,2023,Sampah,aa 9530 kh,2170,Kabupaten Magelang,Kendaraan Khusus
777,11/12/2023,11,12,2023,Sampah,aa 9579 fa,1020,Kabupaten Wonosobo,Kendaraan Khusus
779,11/12/2023,11,12,2023,Sampah,aa 9845 da,360,Kabupaten Kebumen,Kendaraan Khusus
780,11/12/2023,11,12,2023,Sampah,aa 9571 fa,1070,Kabupaten Wonosobo,Kendaraan Khusus
781,11/12/2023,11,12,2023,Sampah,aa 9569 ga,750,Kabupaten Magelang,Kendaraan Khusus
782,11/12/2023,11,12,2023,Sampah,aa 9569 fa,860,Kabupaten Wonosobo,Kendaraan Khusus
783,11/12/2023,11,12,2023,Sampah,aa 9578 fa,1910,Kabupaten Wonosobo,Kendaraan Khusus
791,11/12/2023,11,12,2023,Sampah,aa 9538 ha,3900,Kota Magelang,Kendaraan Khusus
798,10/12/2023,10,12,2023,Sampah,aa 9574 fa,1080,Kabupaten Wonosobo,Kendaraan Khusus
800,10/12/2023,10,12,2023,Sampah,ab 9699 we,1495,Kabupaten Gunungkidul,Kendaraan Khusus
805,10/12/2023,10,12,2023,Sampah,aa 9530 kh,1930,Kabupaten Magelang,Kendaraan Khusus
807,10/12/2023,10,12,2023,Sampah,aa 9568 fa,1100,Kabupaten Wonosobo,Kendaraan Khusus
809,10/12/2023,10,12,2023,Sampah,aa 9578 fa,1550,Kabupaten Wonosobo,Kendaraan Khusus
813,10/12/2023,10,12,2023,Sampah,aa 9538 ha,4140,Kota Magelang,Kendaraan Khusus
816,10/12/2023,10,12,2023,Sampah,aa 9582 fa,730,Kabupaten Wonosobo,Kendaraan Khusus
820,10/12/2023,10,12,2023,Sampah,aa 9568 fa,550,Kabupaten Wonosobo,Kendaraan Khusus
827,09/12/2023,9,12,2023,Sampah,ab 9699 we,1465,Kabupaten Gunungkidul,Kendaraan Khusus
829,09/12/2023,9,12,2023,Sampah,aa 9532 da,400,Kabupaten Kebumen,Kendaraan Khusus
830,09/12/2023,9,12,2023,Sampah,aa 9577 fa,980,Kabupaten Wonosobo,Kendaraan Khusus
831,09/12/2023,9,12,2023,Sampah,aa 9579 fa,1240,Kabupaten Wonosobo,Kendaraan Khusus
833,09/12/2023,9,12,2023,Sampah,aa 9580 fa,860,Kabupaten Wonosobo,Kendaraan Khusus
834,09/12/2023,9,12,2023,Sampah,aa 9568 fa,1250,Kabupaten Wonosobo,Kendaraan Khusus
836,09/12/2023,9,12,2023,Sampah,aa 9578 fa,1050,Kabupaten Wonosobo,Kendaraan Khusus
838,09/12/2023,9,12,2023,Sampah,aa 8756 a,345,Kota Magelang,Mobil Barang
840,09/12/2023,9,12,2023,Sampah,aa 9569 ga,860,Kabupaten Magelang,Kendaraan Khusus
845,09/12/2023,9,12,2023,Sampah,aa 9530 kh,2130,Kabupaten Magelang,Kendaraan Khusus
852,09/12/2023,9,12,2023,Sampah,aa 9582 fa,860,Kabupaten Wonosobo,Kendaraan Khusus
864,09/12/2023,9,12,2023,Sampah,aa 9845 da,655,Kabupaten Kebumen,Kendaraan Khusus
865,09/12/2023,9,12,2023,Sampah,aa 9664 da,756,Kabupaten Kebumen,Kendaraan Khusus
868,09/12/2023,9,12,2023,Sampah,aa 9549 ha,3519,Kota Magelang,Kendaraan Khusus
872,08/12/2023,8,12,2023,Sampah,aa 9574 fa,1150,Kabupaten Wonosobo,Kendaraan Khusus
876,08/12/2023,8,12,2023,Sampah,aa 9577 fa,1530,Kabupaten Wonosobo,Kendaraan Khusus
877,08/12/2023,8,12,2023,Sampah,aa 9578 fa,1720,Kabupaten Wonosobo,Kendaraan Khusus
879,08/12/2023,8,12,2023,Sampah,aa 1737 jh,305,Kabupaten Kebumen,Mobil Pribadi
882,08/12/2023,8,12,2023,Sampah,aa 9848 da,500,Kabupaten Kebumen,Kendaraan Khusus
883,08/12/2023,8,12,2023,Sampah,aa 9537 ha,480,Kota Magelang,Kendaraan Khusus
885,08/12/2023,8,12,2023,Sampah,aa 9565 ha,480,Kota Magelang,Kendaraan Khusus
887,08/12/2023,8,12,2023,Sampah,aa 9571 fa,1190,Kabupaten Wonosobo,Kendaraan Khusus
890,08/12/2023,8,12,2023,Sampah,aa 1737 jh,3305,Kabupaten Kebumen,Mobil Pribadi
900,07/12/2023,7,12,2023,Sampah,ab 9699 we,1315,Kabupaten Gunungkidul,Kendaraan Khusus
903,07/12/2023,7,12,2023,Sampah,aa 9574 fa,1160,Kabupaten Wonosobo,Kendaraan Khusus
905,07/12/2023,7,12,2023,Sampah,aa 9579 fa,1200,Kabupaten Wonosobo,Kendaraan Khusus
907,07/12/2023,7,12,2023,Sampah,aa 9580 fa,960,Kabupaten Wonosobo,Kendaraan Khusus
909,07/12/2023,7,12,2023,Sampah,aa 1811 tt,120,Kabupaten Magelang,Mobil Pribadi
910,07/12/2023,7,12,2023,Sampah,aa 9538 ha,1860,Kota Magelang,Kendaraan Khusus
913,07/12/2023,7,12,2023,Sampah,aa 1737 jh,315,Kabupaten Kebumen,Mobil Pribadi
918,07/12/2023,7,12,2023,Sampah,aa 9537 ha,590,Kota Magelang,Kendaraan Khusus
919,07/12/2023,7,12,2023,Sampah,aa 1737 jh,295,Kabupaten Kebumen,Mobil Pribadi
921,07/12/2023,7,12,2023,Sampah,aa 9664 da,380,Kabupaten Kebumen,Kendaraan Khusus
923,07/12/2023,7,12,2023,Sampah,aa 9530 ha,2450,Kota Magelang,Kendaraan Khusus
924,07/12/2023,7,12,2023,Sampah,aa 9536 ha,670,Kota Magelang,Kendaraan Khusus
927,07/12/2023,7,12,2023,Sampah,aa 9845 da,2710,Kabupaten Kebumen,Kendaraan Khusus
929,07/12/2023,7,12,2023,Sampah,aa 1811 tt,40,Kabupaten Magelang,Mobil Pribadi
931,07/12/2023,7,12,2023,Sampah,aa 9568 fa,1980,Kabupaten Wonosobo,Kendaraan Khusus
932,07/12/2023,7,12,2023,Sampah,aa 9569 ga,440,Kabupaten Magelang,Kendaraan Khusus
934,07/12/2023,7,12,2023,Sampah,aa 9538 ha,4160,Kota Magelang,Kendaraan Khusus
938,07/12/2023,7,12,2023,Sampah,aa 9565 ha,740,Kota Magelang,Kendaraan Khusus
940,07/12/2023,7,12,2023,Sampah,aa 9571 fa,840,Kabupaten Wonosobo,Kendaraan Khusus
951,06/12/2023,6,12,2023,Sampah,ab 9699 we,1475,Kabupaten Gunungkidul,Kendaraan Khusus
957,06/12/2023,6,12,2023,Sampah,aa 9574 fa,1140,Kabupaten Wonosobo,Kendaraan Khusus
960,06/12/2023,6,12,2023,Sampah,aa 9577 fa,1580,Kabupaten Wonosobo,Kendaraan Khusus
961,06/12/2023,6,12,2023,Sampah,b 9088 byx,3760,Kota Administrasi Jakarta Barat,Kendaraan Khusus
962,06/12/2023,6,12,2023,Sampah,aa 9578 fa,940,Kabupaten Wonosobo,Kendaraan Khusus
965,06/12/2023,6,12,2023,Sampah,aa 9549 ha,2170,Kota Magelang,Kendaraan Khusus
966,06/12/2023,6,12,2023,Sampah,ab 9699 we,2300,Kabupaten Gunungkidul,Kendaraan Khusus
967,06/12/2023,6,12,2023,Sampah,aa 9579 fa,1310,Kabupaten Wonosobo,Kendaraan Khusus
969,06/12/2023,6,12,2023,Sampah,aa 9847 da,180,Kabupaten Kebumen,Kendaraan Khusus
970,06/12/2023,6,12,2023,Sampah,aa 9845 da,680,Kabupaten Kebumen,Kendaraan Khusus
971,06/12/2023,6,12,2023,Sampah,aa 9580 fa,1120,Kabupaten Wonosobo,Kendaraan Khusus
972,06/12/2023,6,12,2023,Sampah,aa 9569 ga,980,Kabupaten Magelang,Kendaraan Khusus
973,06/12/2023,6,12,2023,Sampah,aa 9876 da,370,Kabupaten Kebumen,Kendaraan Khusus
976,06/12/2023,6,12,2023,Sampah,aa 9847 da,340,Kabupaten Kebumen,Kendaraan Khusus
977,06/12/2023,6,12,2023,Sampah,aa 1737 jh,335,Kabupaten Kebumen,Mobil Pribadi
978,06/12/2023,6,12,2023,Sampah,aa 9537 ha,1550,Kota Magelang,Kendaraan Khusus
980,06/12/2023,6,12,2023,Sampah,aa 8756 a,285,Kota Magelang,Mobil Barang
981,06/12/2023,6,12,2023,Sampah,aa 9873 da,590,Kabupaten Kebumen,Kendaraan Khusus
982,06/12/2023,6,12,2023,Sampah,aa 9578 fa,1780,Kabupaten Wonosobo,Kendaraan Khusus
983,06/12/2023,6,12,2023,Sampah,aa 9530 kh,1840,Kabupaten Magelang,Kendaraan Khusus
985,06/12/2023,6,12,2023,Sampah,aa 9582 fa,1080,Kabupaten Wonosobo,Kendaraan Khusus
987,06/12/2023,6,12,2023,Sampah,aa 9577 fa,1620,Kabupaten Wonosobo,Kendaraan Khusus
995,06/12/2023,6,12,2023,Sampah,aa 9582 fa,830,Kabupaten Wonosobo,Kendaraan Khusus
997,06/12/2023,6,12,2023,Sampah,b 9088 byx,3560,Kota Administrasi Jakarta Barat,Kendaraan Khusus
999,06/12/2023,6,12,2023,Sampah,aa 9571 fa,1520,Kabupaten Wonosobo,Kendaraan Khusus
1005,06/12/2023,6,12,2023,Sampah,b 9088 byx,3680,Kota Administrasi Jakarta Barat,Kendaraan Khusus
1010,06/12/2023,6,12,2023,Sampah,aa 9530 kh,570,Kabupaten Magelang,Kendaraan Khusus
1014,05/12/2023,5,12,2023,Sampah,ab 9699 we,1575,Kabupaten Gunungkidul,Kendaraan Khusus
1016,05/12/2023,5,12,2023,Sampah,aa 9846 da,240,Kabupaten Kebumen,Kendaraan Khusus
1019,05/12/2023,5,12,2023,Sampah,aa 1811 tt,280,Kabupaten Magelang,Mobil Pribadi
1022,05/12/2023,5,12,2023,Sampah,aa 9579 fa,1100,Kabupaten Wonosobo,Kendaraan Khusus
1024,05/12/2023,5,12,2023,Sampah,aa 9580 fa,950,Kabupaten Wonosobo,Kendaraan Khusus
1025,05/12/2023,5,12,2023,Sampah,aa 9574 fa,530,Kabupaten Wonosobo,Kendaraan Khusus
1026,05/12/2023,5,12,2023,Sampah,b 9088 byx,2840,Kota Administrasi Jakarta Barat,Kendaraan Khusus
1028,05/12/2023,5,12,2023,Sampah,b 9088 byx,1710,Kota Administrasi Jakarta Barat,Kendaraan Khusus
1029,05/12/2023,5,12,2023,Sampah,aa 9578 fa,1610,Kabupaten Wonosobo,Kendaraan Khusus
1032,05/12/2023,5,12,2023,Sampah,aa 9847 da,340,Kabupaten Kebumen,Kendaraan Khusus
1035,05/12/2023,5,12,2023,Sampah,aa 9530 kh,2050,Kabupaten Magelang,Kendaraan Khusus
1036,05/12/2023,5,12,2023,Sampah,aa 9569 ga,500,Kabupaten Magelang,Kendaraan Khusus
1039,05/12/2023,5,12,2023,Sampah,aa 9577 fa,990,Kabupaten Wonosobo,Kendaraan Khusus
1041,05/12/2023,5,12,2023,Sampah,aa 9568 fa,1380,Kabupaten Wonosobo,Kendaraan Khusus
1043,05/12/2023,5,12,2023,Sampah,aa 1737 jh,305,Kabupaten Kebumen,Mobil Pribadi
1044,05/12/2023,5,12,2023,Sampah,aa 9848 da,290,Kabupaten Kebumen,Kendaraan Khusus
1047,05/12/2023,5,12,2023,Sampah,aa 1902 wd,250,Kabupaten Kebumen,Mobil Pribadi
1049,05/12/2023,5,12,2023,Sampah,aa 9876 da,240,Kabupaten Kebumen,Kendaraan Khusus
1050,05/12/2023,5,12,2023,Sampah,aa 9582 fa,770,Kabupaten Wonosobo,Kendaraan Khusus
1055,05/12/2023,5,12,2023,Sampah,aa 9847 da,260,Kabupaten Kebumen,Kendaraan Khusus
1059,05/12/2023,5,12,2023,Sampah,aa 9571 fa,550,Kabupaten Wonosobo,Kendaraan Khusus
1060,05/12/2023,5,12,2023,Sampah,aa 9538 ha,3990,Kota Magelang,Kendaraan Khusus
1064,05/12/2023,5,12,2023,Sampah,aa 9846 da,250,Kabupaten Kebumen,Kendaraan Khusus
1070,04/12/2023,4,12,2023,Sampah,aa 9579 fa,910,Kabupaten Wonosobo,Kendaraan Khusus
1072,04/12/2023,4,12,2023,Sampah,aa 9577 fa,1360,Kabupaten Wonosobo,Kendaraan Khusus
1073,04/12/2023,4,12,2023,Sampah,aa 9569 ga,70,Kabupaten Magelang,Kendaraan Khusus
1074,04/12/2023,4,12,2023,Sampah,aa 9569 ga,1080,Kabupaten Magelang,Kendaraan Khusus
1077,04/12/2023,4,12,2023,Sampah,aa 9574 fa,520,Kabupaten Wonosobo,Kendaraan Khusus
1079,04/12/2023,4,12,2023,Sampah,aa 9872 da,310,Kabupaten Kebumen,Kendaraan Khusus
1080,04/12/2023,4,12,2023,Sampah,ab 9699 we,1455,Kabupaten Gunungkidul,Kendaraan Khusus
1081,04/12/2023,4,12,2023,Sampah,aa 9849 da,290,Kabupaten Kebumen,Kendaraan Khusus
1082,04/12/2023,4,12,2023,Sampah,aa 1737 jh,385,Kabupaten Kebumen,Mobil Pribadi
1083,04/12/2023,4,12,2023,Sampah,aa 1737 jh,275,Kabupaten Kebumen,Mobil Pribadi
1085,04/12/2023,4,12,2023,Sampah,aa 9848 da,300,Kabupaten Kebumen,Kendaraan Khusus
1086,04/12/2023,4,12,2023,Sampah,aa 9568 fa,1420,Kabupaten Wonosobo,Kendaraan Khusus
1087,04/12/2023,4,12,2023,Sampah,aa 9530 kh,2460,Kabupaten Magelang,Kendaraan Khusus
1088,04/12/2023,4,12,2023,Sampah,aa 9579 fa,830,Kabupaten Wonosobo,Kendaraan Khusus
1091,04/12/2023,4,12,2023,Sampah,aa 9577 fa,1280,Kabupaten Wonosobo,Kendaraan Khusus
1093,04/12/2023,4,12,2023,Sampah,aa 9537 ha,500,Kota Magelang,Kendaraan Khusus
1094,04/12/2023,4,12,2023,Sampah,aa 9876 da,220,Kabupaten Kebumen,Kendaraan Khusus
1103,04/12/2023,4,12,2023,Sampah,aa 9578 fa,1870,Kabupaten Wonosobo,Kendaraan Khusus
1105,04/12/2023,4,12,2023,Sampah,aa 9574 fa,640,Kabupaten Wonosobo,Kendaraan Khusus
1107,04/12/2023,4,12,2023,Sampah,aa 9571 fa,610,Kabupaten Wonosobo,Kendaraan Khusus
1111,04/12/2023,4,12,2023,Sampah,aa 9538 ha,3920,Kota Magelang,Kendaraan Khusus
1112,04/12/2023,4,12,2023,Sampah,aa 9848 da,350,Kabupaten Kebumen,Kendaraan Khusus
1126,03/12/2023,3,12,2023,Sampah,aa 9574 fa,410,Kabupaten Wonosobo,Kendaraan Khusus
1131,03/12/2023,3,12,2023,Sampah,aa 9530 kh,1830,Kabupaten Magelang,Kendaraan Khusus
1134,03/12/2023,3,12,2023,Sampah,aa 9845 da,360,Kabupaten Kebumen,Kendaraan Khusus
1141,03/12/2023,3,12,2023,Sampah,aa 9582 fa,1010,Kabupaten Wonosobo,Kendaraan Khusus
1142,03/12/2023,3,12,2023,Sampah,aa 9538 ha,3050,Kota Magelang,Kendaraan Khusus
1148,03/12/2023,3,12,2023,Sampah,aa 9829 da,290,Kabupaten Kebumen,Kendaraan Khusus
1151,02/12/2023,2,12,2023,Sampah,ab 9699 we,1155,Kabupaten Gunungkidul,Kendaraan Khusus
1156,02/12/2023,2,12,2023,Sampah,aa 9580 fa,1050,Kabupaten Wonosobo,Kendaraan Khusus
1157,02/12/2023,2,12,2023,Sampah,aa 9847 da,150,Kabupaten Kebumen,Kendaraan Khusus
1158,02/12/2023,2,12,2023,Sampah,aa 9577 fa,1560,Kabupaten Wonosobo,Kendaraan Khusus
1159,02/12/2023,2,12,2023,Sampah,aa 9574 fa,460,Kabupaten Wonosobo,Kendaraan Khusus
1160,02/12/2023,2,12,2023,Sampah,aa 9569 ga,690,Kabupaten Magelang,Kendaraan Khusus
1161,02/12/2023,2,12,2023,Sampah,ab 9699 we,1045,Kabupaten Gunungkidul,Kendaraan Khusus
1162,02/12/2023,2,12,2023,Sampah,aa 9536 ha,1000,Kota Magelang,Kendaraan Khusus
1163,02/12/2023,2,12,2023,Sampah,aa 9537 ha,2380,Kota Magelang,Kendaraan Khusus
1164,02/12/2023,2,12,2023,Sampah,aa 9578 fa,1780,Kabupaten Wonosobo,Kendaraan Khusus
1167,02/12/2023,2,12,2023,Sampah,aa 9577 fa,1510,Kabupaten Wonosobo,Kendaraan Khusus
1168,02/12/2023,2,12,2023,Sampah,aa 9530 kh,2050,Kabupaten Magelang,Kendaraan Khusus
1171,02/12/2023,2,12,2023,Sampah,aa 9532 da,540,Kabupaten Kebumen,Kendaraan Khusus
1172,02/12/2023,2,12,2023,Sampah,aa 9873 da,390,Kabupaten Kebumen,Kendaraan Khusus
1174,02/12/2023,2,12,2023,Sampah,aa 9568 fa,1840,Kabupaten Wonosobo,Kendaraan Khusus
1175,02/12/2023,2,12,2023,Sampah,aa 9582 fa,1100,Kabupaten Wonosobo,Kendaraan Khusus
1176,02/12/2023,2,12,2023,Sampah,aa 9569 fa,790,Kabupaten Wonosobo,Kendaraan Khusus
1184,02/12/2023,2,12,2023,Sampah,aa 9845 da,300,Kabupaten Kebumen,Kendaraan Khusus
1193,01/12/2023,1,12,2023,Sampah,ab 9699 we,1045,Kabupaten Gunungkidul,Kendaraan Khusus
1196,01/12/2023,1,12,2023,Sampah,aa 9847 da,180,Kabupaten Kebumen,Kendaraan Khusus
1198,01/12/2023,1,12,2023,Sampah,aa 9574 fa,460,Kabupaten Wonosobo,Kendaraan Khusus
1201,01/12/2023,1,12,2023,Sampah,aa 9579 fa,1250,Kabupaten Wonosobo,Kendaraan Khusus
1204,01/12/2023,1,12,2023,Sampah,aa 9845 da,290,Kabupaten Kebumen,Kendaraan Khusus
1205,01/12/2023,1,12,2023,Sampah,aa 9873 da,350,Kabupaten Kebumen,Kendaraan Khusus
1206,01/12/2023,1,12,2023,Sampah,aa 9578 fa,660,Kabupaten Wonosobo,Kendaraan Khusus
1207,01/12/2023,1,12,2023,Sampah,aa 9577 fa,1290,Kabupaten Wonosobo,Kendaraan Khusus
1209,01/12/2023,1,12,2023,Sampah,aa 9873 da,190,Kabupaten Kebumen,Kendaraan Khusus
1210,01/12/2023,1,12,2023,Sampah,aa 9530 kh,2200,Kabupaten Magelang,Kendaraan Khusus
1213,01/12/2023,1,12,2023,Sampah,aa 9537 ha,580,Kota Magelang,Kendaraan Khusus
1214,01/12/2023,1,12,2023,Sampah,aa 9569 fa,460,Kabupaten Wonosobo,Kendaraan Khusus
1216,01/12/2023,1,12,2023,Sampah,aa 9569 ga,400,Kabupaten Magelang,Kendaraan Khusus
1217,01/12/2023,1,12,2023,Sampah,aa 9568 fa,1370,Kabupaten Wonosobo,Kendaraan Khusus
1222,01/12/2023,1,12,2023,Sampah,aa 9571 fa,1090,Kabupaten Wonosobo,Kendaraan Khusus
1234,30/11/2023,30,11,2023,Sampah,ab 9699 we,1485,Kabupaten Gunungkidul,Kendaraan Khusus
1235,30/11/2023,30,11,2023,Sampah,aa 9574 fa,400,Kabupaten Wonosobo,Kendaraan Khusus
1238,30/11/2023,30,11,2023,Sampah,aa 9579 fa,1180,Kabupaten Wonosobo,Kendaraan Khusus
1241,30/11/2023,30,11,2023,Sampah,aa 9577 fa,1400,Kabupaten Wonosobo,Kendaraan Khusus
1243,30/11/2023,30,11,2023,Sampah,aa 9569 ga,180,Kabupaten Magelang,Kendaraan Khusus
1244,30/11/2023,30,11,2023,Sampah,aa 9538 ha,1430,Kota Magelang,Kendaraan Khusus
1245,30/11/2023,30,11,2023,Sampah,aa 9578 fa,1800,Kabupaten Wonosobo,Kendaraan Khusus
1247,30/11/2023,30,11,2023,Sampah,aa 9530 kh,2120,Kabupaten Magelang,Kendaraan Khusus
1251,30/11/2023,30,11,2023,Sampah,aa 9569 fa,520,Kabupaten Wonosobo,Kendaraan Khusus
1252,30/11/2023,30,11,2023,Sampah,aa 9538 ha,3870,Kota Magelang,Kendaraan Khusus
1262,30/11/2023,30,11,2023,Sampah,aa 9845 da,460,Kabupaten Kebumen,Kendaraan Khusus
1264,30/11/2023,30,11,2023,Sampah,aa 9829 da,330,Kabupaten Kebumen,Kendaraan Khusus
1266,29/11/2023,29,11,2023,Sampah,ab 9699 we,1195,Kabupaten Gunungkidul,Kendaraan Khusus
1269,29/11/2023,29,11,2023,Sampah,aa 9847 da,260,Kabupaten Kebumen,Kendaraan Khusus
1270,29/11/2023,29,11,2023,Sampah,aa 9578 fa,1560,Kabupaten Wonosobo,Kendaraan Khusus
1272,29/11/2023,29,11,2023,Sampah,aa 9577 fa,1490,Kabupaten Wonosobo,Kendaraan Khusus
1273,29/11/2023,29,11,2023,Sampah,aa 9574 fa,430,Kabupaten Wonosobo,Kendaraan Khusus
1275,29/11/2023,29,11,2023,Sampah,aa 9873 da,370,Kabupaten Kebumen,Kendaraan Khusus
1278,29/11/2023,29,11,2023,Sampah,aa 9568 fa,1260,Kabupaten Wonosobo,Kendaraan Khusus
1285,29/11/2023,29,11,2023,Sampah,aa 9829 da,380,Kabupaten Kebumen,Kendaraan Khusus
1289,28/11/2023,28,11,2023,Sampah,ab 9699 we,1565,Kabupaten Gunungkidul,Kendaraan Khusus
1291,28/11/2023,28,11,2023,Sampah,aa 9574 fa,490,Kabupaten Wonosobo,Kendaraan Khusus
1292,28/11/2023,28,11,2023,Sampah,aa 9876 da,210,Kabupaten Kebumen,Kendaraan Khusus
1293,28/11/2023,28,11,2023,Sampah,aa 9579 fa,1420,Kabupaten Wonosobo,Kendaraan Khusus
1297,28/11/2023,28,11,2023,Sampah,aa 9577 fa,470,Kabupaten Wonosobo,Kendaraan Khusus
1299,28/11/2023,28,11,2023,Sampah,aa 9578 fa,1810,Kabupaten Wonosobo,Kendaraan Khusus
1301,28/11/2023,28,11,2023,Sampah,aa 9530 kh,2200,Kabupaten Magelang,Kendaraan Khusus
1302,28/11/2023,28,11,2023,Sampah,aa 9568 fa,1400,Kabupaten Wonosobo,Kendaraan Khusus
1304,28/11/2023,28,11,2023,Sampah,aa 9845 da,370,Kabupaten Kebumen,Kendaraan Khusus
1307,28/11/2023,28,11,2023,Sampah,aa 9569 fa,690,Kabupaten Wonosobo,Kendaraan Khusus
1309,28/11/2023,28,11,2023,Sampah,aa 9567 la,1080,Kabupaten Purworejo,Kendaraan Khusus
1314,28/11/2023,28,11,2023,Sampah,aa 9571 fa,430,Kabupaten Wonosobo,Kendaraan Khusus
1319,28/11/2023,28,11,2023,Sampah,aa 9582 fa,1140,Kabupaten Wonosobo,Kendaraan Khusus
1323,28/11/2023,28,11,2023,Sampah,aa 9829 da,320,Kabupaten Kebumen,Kendaraan Khusus
1326,27/11/2023,27,11,2023,Sampah,ab 9699 we,1245,Kabupaten Gunungkidul,Kendaraan Khusus
1329,27/11/2023,27,11,2023,Sampah,aa 9536 ha,940,Kota Magelang,Kendaraan Khusus
1331,27/11/2023,27,11,2023,Sampah,aa 9579 fa,800,Kabupaten Wonosobo,Kendaraan Khusus
1333,27/11/2023,27,11,2023,Sampah,aa 9574 fa,400,Kabupaten Wonosobo,Kendaraan Khusus
1336,27/11/2023,27,11,2023,Sampah,aa 9846 da,210,Kabupaten Kebumen,Kendaraan Khusus
1337,27/11/2023,27,11,2023,Sampah,aa 9569 ga,710,Kabupaten Magelang,Kendaraan Khusus
